miR,GSM1021014,GSM1021015,GSM1021016,GSM1021017,GSM1021019,GSM1021020,GSM1021021,GSM1021022,GSM1021023,GSM1021024,GSM1021026,GSM1021038,GSM1021039,GSM1021040,GSM1021042,GSM1021043,GSM1021044,GSM1021045,GSM1021046,GSM1021047,GSM1021048,GSM1021049,GSM1021051,GSM1021052,GSM1021055,GSM1021060,GSM1021061,GSM1021062,GSM1021063,GSM1021064,GSM1021065,GSM1021067,GSM1021069,GSM1021070,GSM1021071,GSM1021072,GSM1021073,GSM1021078,GSM1021080,GSM1021082,GSM1021083,GSM1021084,GSM1021086,GSM1021087
hsa-let-7f-2*,0,0.000469439,0,0,0,0.267019796,0,0,0,0.416604994,0.897860067,0,0,0.645995406,0,0,0,0.000469439,0.000210173,1.2884626,0,0.001629967,0.000104359,1.118642239,0,2.35704555,3.724778413,0.935576818,3.760961501,3.67090991,0,1.130694699,2.146091542,0,2.593606658,0,0,0.000210173,0.000688884,0,0.167163739,0,0.747260573,0
hsa-let-7g,6.024932903,4.350156542,6.099762759,6.930377383,9.16104849,5.37000481,5.876274076,6.44761097,8.865655157,7.65840159,8.518852375,8.932139577,8.453585406,8.3809158,8.865655157,8.72494105,8.932139577,7.515740434,7.920313811,7.104662093,7.61234271,6.496902677,6.668284347,8.260775254,7.65840159,7.104662093,8.260775254,8.202020921,8.518852375,8.260775254,8.597085718,7.515740434,8.029483334,8.518852375,8.453585406,7.711322335,7.755448959,8.260775254,8.029483334,7.920313811,8.082838352,7.975153482,7.420080313,7.515740434
hsa-let-7g*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,2.415027617,5.337062632,0.099038027,0,0,0,0,5.60464848,0,0.000210173,0.000688884,0,0,0,0,0
hsa-let-7i,6.628165727,5.804732895,7.018849089,7.060542857,8.3809158,5.840519617,6.668284347,7.018849089,8.453585406,7.86242627,8.202020921,7.86242627,8.082838352,7.920313811,7.755448959,7.567421222,8.3809158,7.104662093,7.65840159,7.195043886,7.711322335,6.841423146,7.813546719,7.61234271,8.597085718,7.515740434,7.920313811,7.755448959,7.755448959,7.920313811,7.420080313,7.86242627,7.813546719,7.813546719,7.755448959,7.813546719,8.324281844,7.920313811,7.65840159,7.86242627,7.515740434,7.420080313,7.324369869,7.813546719
hsa-let-7i*,0,0.000469439,0,0,0,0.248261658,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0.484895594,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1,0,0.000469439,1.130694699,2.808936121,3.743409843,0,0.499838262,1.661021607,4.10311273,2.938773065,3.963153749,1.834923617,1.439870071,1.028977239,2.938773065,2.009521591,0.564571306,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,1.808006742,0,2.400202687,0.351757685,2.38360787,0.18578794,0.124342687,0.260568135,0,1.462322639,0,0,2.760741598,1.994937893,1.873635642,0.000688884,3.554392902,2.38360787,2.7122715,0.793025762,0.278261267
hsa-miR-100,2.159004299,2.103987353,4.041391975,3.84809489,4.887859426,2.593606658,3.491563956,3.67090991,5.51444633,5.637435521,5.478698449,2.593606658,3.239660542,1.47482388,4.083653451,2.896779212,0.590355018,1.154593848,2.953166176,1.006149806,2.578867505,0.001629967,1.526599028,0.39393591,0.355871213,3.182340094,0,2.743730537,0,1.028977239,0,3.506924995,1.180990354,0.737558317,0,0,4.237074311,2.662512674,0.000688884,3.325885189,0,1.219215914,2.461688915,0.737558317
hsa-miR-100*,0.645995406,2.037535075,0.897860067,0,0.463370514,0.24049451,2.174050278,0,1.450754003,0,0.793025762,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,1.323642223,0,0,2.476718533,0.580547785,0.252612287,0.387381152,0.793025762,0,2.370657099,0,0.125808921,1.539540547,0,1.042503778,0.000688884,3.223639942,2.791744106,3.076165078,0.057405966,0
hsa-miR-101,5.741279291,4.592350987,5.37000481,5.542788778,5.741279291,5.60464848,5.005379822,5.672120112,5.337062632,4.62071995,5.274051435,5.51444633,4.62071995,4.538620572,5.337062632,5.243067798,4.299891624,3.525091255,4.592350987,4.47035214,4.189436769,4.10311273,4.538620572,5.274051435,4.751026073,4.167457934,5.243067798,5.243067798,5.840519617,5.061289641,4.211440925,3.79651237,5.572643291,5.768543474,4.83084203,4.83084203,4.751026073,5.204957798,5.033537101,4.887859426,4.144628657,5.177135544,4.914990422,5.033537101
hsa-miR-101*,0,0.000469439,2.776053194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.182348727,4.189436769,0,1.26367178,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0.24049451,0.040957476,0
hsa-miR-103,7.711322335,6.668284347,7.420080313,7.462185096,7.755448959,7.060542857,7.61234271,7.711322335,7.755448959,7.61234271,7.755448959,7.420080313,7.65840159,7.324369869,7.324369869,7.65840159,6.577813393,7.86242627,7.368308516,7.515740434,7.462185096,7.86242627,7.195043886,7.711322335,8.150291806,6.668284347,7.755448959,7.239395197,7.420080313,7.462185096,7.65840159,7.018849089,7.515740434,7.61234271,7.65840159,7.324369869,7.150759122,7.239395197,7.195043886,7.324369869,7.755448959,7.281176188,7.567421222,7.104662093
hsa-miR-103-as,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-105,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.035218558,0.824469678,0,0.222468128,0.207709914,0,0.876556614,0,0.121948762,0,0,0.000210173,0.000688884,0,0,4.254898713,0,0
hsa-miR-105*,0,0.000469439,0,0.846026326,0.764478754,0,0.426133323,1.888982949,1.028977239,0,0,1.042503778,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,2.215580827,1.888982949,1.733143855,2.245286235,3.83004867,1.834923617,1.450754003,1.14211655,0.645995406,0,0.050305782,2.050500585,0,2.866904282,0.000688884,1.760060413,2.415027617,2.726303974,0.108279128,0
hsa-miR-106a*,0,0.000469439,0.176363426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,1.439870071,0.897860067,0.616968435,0,0,0.152286117,0.564571306,0.110023335,4.857943175,0,0.000210173,0.000688884,0,1.450754003,0,0,0
hsa-miR-106b,8.3809158,7.975153482,7.975153482,7.711322335,7.711322335,8.150291806,8.150291806,8.3809158,7.813546719,7.018849089,7.515740434,7.61234271,8.202020921,6.841423146,6.976582023,7.150759122,8.202020921,6.628165727,7.150759122,7.567421222,7.324369869,7.975153482,7.711322335,7.86242627,7.711322335,5.804732895,7.420080313,7.281176188,6.841423146,7.420080313,7.104662093,6.758694481,7.420080313,7.462185096,7.368308516,7.104662093,6.758694481,7.368308516,7.515740434,7.060542857,7.281176188,7.104662093,7.755448959,7.281176188
hsa-miR-106b*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,3.182340094,0,0,0,0,0,0.3387261,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-107,7.018849089,5.305828257,6.976582023,6.886181608,7.515740434,5.982868634,6.534567045,6.841423146,7.462185096,7.195043886,7.018849089,6.976582023,7.567421222,7.018849089,6.930377383,7.368308516,6.138497045,7.060542857,7.195043886,7.150759122,7.420080313,7.368308516,6.496902677,7.281176188,7.567421222,6.496902677,7.324369869,6.976582023,7.195043886,7.281176188,7.018849089,6.668284347,7.281176188,7.239395197,7.515740434,6.886181608,6.800394784,6.800394784,6.886181608,7.018849089,7.239395197,7.018849089,6.930377383,6.886181608
hsa-miR-10a,4.420569428,2.776053194,4.943665504,5.37000481,7.150759122,2.146091542,4.083653451,4.778132501,7.281176188,5.804732895,6.800394784,7.65840159,8.150291806,7.060542857,7.813546719,7.239395197,5.243067798,7.755448959,7.515740434,6.138497045,6.800394784,4.943665504,3.941958198,6.061938109,6.496902677,6.138497045,7.567421222,7.368308516,8.3809158,7.61234271,7.975153482,7.060542857,8.202020921,8.324281844,8.082838352,5.637435521,6.976582023,7.104662093,7.86242627,7.462185096,7.975153482,6.930377383,7.195043886,6.577813393
hsa-miR-10a*,2.430407623,0.000469439,2.230782238,0,0,0,0,0,0,0,0,1.006149806,1.154593848,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.036047876,0,2.18622139,0.140842059,2.593606658,0,0,0,0.20317494,0,0,0.000210173,0.000688884,0,0,4.10311273,0.128328827,0
hsa-miR-10b,4.144628657,0.000469439,4.47035214,5.061289641,5.982868634,0.416604994,3.570606843,4.124833952,6.710833519,4.751026073,6.175217141,4.189436769,5.876274076,4.211440925,4.592350987,4.083653451,4.001280655,3.570606843,5.420391545,4.943665504,4.563493623,2.849598651,2.776053194,2.726303974,5.51444633,5.60464848,5.51444633,5.274051435,4.974950586,2.302707719,4.350156542,4.299891624,4.887859426,4.974950586,3.059056005,5.274051435,6.216399854,5.37000481,6.061938109,5.089669711,3.119354194,2.504502275,3.604510202,5.124812242
hsa-miR-10b*,0,0.000469439,0.553974371,1.312643421,0.793025762,0,0.811535269,0,0.876556614,0,0,0,0,0.257116704,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,1.105126696,0.455207671,0.087422609,0,1.167470676,2.982328296,0.200777926,0,0.463370514,0,0.493243553,2.430407623,1.539540547,0.000210173,0.000688884,0.945821902,0.380026229,2.564041135,0,0
hsa-miR-1178,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.077238145,0,0,0,0,0,0,2.415027617,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1179,0,0.000469439,0,0,0,0.984357361,1.27734253,0,1.192782785,0.564571306,0,0.278261267,0.945821902,0,0,0,0,0.000469439,0.000210173,2.37E-05,1.299668612,0.001629967,0.000104359,0,0,2.837117046,0,1.374651983,0.143542874,2.159004299,0.564571306,0,0.114703561,0,0.263665459,0,0,0.000210173,0.000688884,0,1.579780641,2.07651485,0.146500925,0
hsa-miR-1180,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0.83520271,3.570606843,1.388897642,3.223639942,0,1.219215914,1.554635774,1.943023464,2.118586816,0.001629967,0.000104359,1.526599028,0,0,0,2.924850218,0,0,0,2.302707719,0,0,0.252612287,0,2.61236207,0.000210173,0.000688884,0.474963928,0,3.423385611,1.86038934,2.118586816
hsa-miR-1181,3.865734802,4.420569428,4.10311273,3.67090991,4.189436769,5.061289641,4.299891624,3.865734802,2.7122715,4.279327522,2.274756668,3.09097306,3.09097306,3.310252395,3.388919362,2.7122715,3.83004867,4.144628657,3.104581722,4.671870891,3.760961501,4.47035214,4.001280655,2.215580827,2.564041135,2.776053194,2.880593495,0,0,2.695824537,0,2.911289648,0,2.519805284,0.049204275,0,3.688968135,1.821928449,3.473839342,0,0,3.09097306,3.166519652,3.059056005
hsa-miR-1182,0,0.000469439,0,0.351757685,0,0,1.902280955,0,0,0,0,1.066427085,1.821928449,3.325885189,2.400202687,2.415027617,0,2.743730537,1.439870071,2.023012579,2.880593495,0.001629967,3.291632065,3.210999858,0,1.873635642,0,0,1.26367178,1.943023464,0,3.210999858,0.855883373,1.86038934,0.154906893,0.802251438,2.504502275,3.325885189,1.696708487,0.351757685,0,1.834923617,2.564041135,2.999607704
hsa-miR-1183,1.661021607,1.323642223,0.91223565,0,0,0.888872321,2.776053194,1.554635774,0,1.206598562,0.355871213,2.146091542,2.646155917,4.279327522,3.619077465,3.724778413,1.661021607,4.167457934,3.325885189,3.67090991,4.063364105,1.439870071,3.963153749,3.884994217,0,4.420569428,0,1.554635774,0,0.314766677,0,4.47035214,1.593000388,1.684799117,0,2.174050278,4.374995302,3.760961501,2.837117046,2.629382005,0,1.62121968,3.473839342,3.923131844
hsa-miR-1184,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0.69873471,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1185,0,0.000469439,0,0,0.69873471,0,1.053419917,0,0.544990959,1.167470676,0,0,0,0,0,0,0,1.439870071,0.000210173,2.37E-05,0.764478754,0.001629967,0.000104359,1.154593848,0,0,0.179064697,0,0,0,0.089706655,0,0.811535269,0,1.566691648,0,0,0.000210173,0.000688884,0,0.28351289,2.023012579,0.636201884,0
hsa-miR-1197,0,0.000469439,0,0,0,0.111922679,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,1.539540547,0,0.068800242,0.167163739,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0.29424436,1.539540547,0,0,0
hsa-miR-1200,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.072322966,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1201,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0.062735431,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0.053547356,0
hsa-miR-1202,7.813546719,8.260775254,9.335101163,7.420080313,5.60464848,7.920313811,11.02018313,8.72494105,6.628165727,10.05355213,6.841423146,8.150291806,7.420080313,10.78165002,10.46066171,8.865655157,7.65840159,10.46066171,10.46066171,10.05355213,12.45474764,9.16104849,10.16742127,9.929287938,9.239851506,12.94422239,8.518852375,9.009419795,7.86242627,9.70639615,7.567421222,11.2367624,9.16104849,7.567421222,7.324369869,10.16742127,12.13094126,10.46066171,10.30968574,10.16742127,7.324369869,9.16104849,8.800085785,10.61846762
hsa-miR-1203,0,0.000469439,0,0,0,0,0,1.323642223,0,0,0,0,0,0.29424436,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1204,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.426133323,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1205,0,0.000469439,0.802251438,0,0,0,0,0,0,0,0,0.257116704,0,0.39393591,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.24049451,0,0.332719806,0,1.077964695,0,1.771581976,0,0,0,0,0.000210173,0.000688884,0.099038027,0,0.170354078,0,0
hsa-miR-1206,0,1.180990354,0,0,0,2.009521591,0,0,0.60854242,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,3.538780354,1.62121968,1.251862187,0.163686095,0,0.345657928,1.230321306,0.20317494,0,0.351757685,0.764478754,0,0.000210173,0.000688884,0.073169839,2.35704555,1.335273767,0,0
hsa-miR-1207-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0.30433669,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1207-5p,7.920313811,8.72494105,9.085242946,8.518852375,6.44761097,8.800085785,9.929287938,7.86242627,6.175217141,9.617301304,7.324369869,6.758694481,6.366912134,8.932139577,8.72494105,7.515740434,7.239395197,9.239851506,8.518852375,9.085242946,10.46066171,7.755448959,9.009419795,8.72494105,7.813546719,10.61846762,7.281176188,7.711322335,6.668284347,7.975153482,6.841423146,9.70639615,7.711322335,6.496902677,6.930377383,8.800085785,9.798585125,8.3809158,8.518852375,8.150291806,7.150759122,8.3809158,7.61234271,9.009419795
hsa-miR-1208,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,1.14211655,1.62121968,1.323642223,1.374651983,1.27734253,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,3.197211484,0,0,0,0,0,0,0.000210173,0.000688884,0.016340656,0,0,0.645995406,0
hsa-miR-122,1.415237303,0.000469439,0,1.347776058,0,0,0.320319124,0,0.764478754,0,0.44702054,0.474963928,0.528126843,0,0,0,1.042503778,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0.793025762,0.511347528,0.764478754,1.14211655,0.053547356,0,3.119354194,2.089376242,0,0.616968435,0,3.67090991,1.873635642,0,0.000210173,1.733143855,0.278261267,1.167470676,1.994937893,0.087422609,0.361728149
hsa-miR-122*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.072322966,0,0,0,0,0,0,0,0.149026837,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1224-3p,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.048197076,0,0.063801323,4.538620572,0,0,0,0,0,0,0,0.000210173,0.000688884,0.231412232,0,0,0,0
hsa-miR-1224-5p,4.189436769,4.47035214,4.857943175,4.10311273,3.586921049,4.857943175,5.061289641,4.420569428,3.525091255,4.802989424,3.134813182,4.374995302,4.254898713,5.420391545,4.62071995,4.857943175,4.144628657,5.089669711,4.538620572,4.83084203,5.061289641,4.001280655,5.152925114,5.061289641,1.795111502,5.672120112,2.302707719,3.905566196,1.771581976,3.554392902,0,5.51444633,2.866904282,3.438166393,0,3.166519652,5.033537101,5.033537101,3.83004867,4.857943175,0,3.014832448,4.751026073,5.089669711
hsa-miR-1225-3p,3.884994217,4.514803547,3.372814876,3.707088085,3.272466251,3.651968315,3.812010791,3.538780354,3.223639942,3.941958198,3.688968135,3.134813182,3.104581722,2.938773065,3.239660542,3.310252395,3.272466251,4.211440925,3.743409843,3.84809489,3.456623181,3.98193863,4.10311273,3.586921049,4.211440925,4.671870891,3.356426099,4.751026073,3.473839342,1.696708487,4.299891624,4.514803547,3.963153749,3.941958198,3.884994217,4.514803547,3.884994217,3.438166393,4.189436769,4.279327522,5.337062632,4.189436769,3.637377979,3.812010791
hsa-miR-1225-5p,7.567421222,8.3809158,9.009419795,7.755448959,6.40684544,8.324281844,9.16104849,7.755448959,6.099762759,9.239851506,6.366912134,6.496902677,5.943235306,7.420080313,8.082838352,6.628165727,6.841423146,8.324281844,8.029483334,8.260775254,9.70639615,7.711322335,8.150291806,7.515740434,7.920313811,10.78165002,7.368308516,7.61234271,6.758694481,7.567421222,7.060542857,9.16104849,7.567421222,6.40684544,6.668284347,8.865655157,9.239851506,7.711322335,8.150291806,7.65840159,6.496902677,8.72494105,6.628165727,7.86242627
hsa-miR-1226,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.106164405,0,0,0,0,0,0,3.197211484,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1226*,2.534191149,2.808936121,4.211440925,3.923131844,3.339848903,3.79651237,4.10311273,3.884994217,3.09097306,3.310252395,1.981381985,3.724778413,3.423385611,4.396413896,4.063364105,3.905566196,3.423385611,4.943665504,4.254898713,4.493325408,4.696680295,3.651968315,3.619077465,3.777238544,3.388919362,5.204957798,1.579780641,0.44702054,0,0,0,4.592350987,0.23569893,1.994937893,0.176363426,0,4.350156542,3.045198148,2.953166176,3.619077465,0,0.132820732,3.210999858,3.777238544
hsa-miR-1227,0,1.902280955,0.314766677,0.355871213,0,0.124342687,0.727730631,0,0,0,0,0.69873471,1.462322639,0.289379995,0.636201884,1.077964695,1.846753956,2.430407623,1.635115657,1.684799117,1.539540547,1.771581976,0.000104359,0,1.323642223,0,0.28351289,0.416604994,1.118642239,0,0.846026326,2.849598651,0,2.28768034,0.200777926,0,1.684799117,0.000210173,0.000688884,0.192183321,0.91223565,3.760961501,1.053419917,1.86038934
hsa-miR-1228,4.802989424,5.710094112,4.442918641,4.47035214,3.84809489,4.592350987,4.47035214,4.396413896,4.124833952,4.592350987,4.493325408,3.688968135,3.724778413,4.021781361,4.396413896,3.941958198,3.905566196,5.005379822,4.778132501,4.802989424,4.514803547,4.974950586,5.204957798,4.696680295,5.061289641,6.061938109,5.152925114,5.572643291,5.243067798,4.723866654,5.672120112,5.572643291,5.305828257,4.592350987,4.723866654,5.804732895,5.089669711,4.420569428,5.37000481,4.696680295,6.44761097,5.420391545,4.299891624,4.563493623
hsa-miR-1228*,0,0.000469439,0,0,0,1.846753956,0,0,0,0,0,0,0,0.71776041,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0.20317494,1.783400498,0,0,0,1.47482388,0,0,0.000210173,0.000688884,0,0,0,0.200777926,0.28351289
hsa-miR-1229,0,0.000469439,0,0,0,0.580547785,0,0,0,0,0.888872321,0,0,0.263665459,0,0.876556614,0.69873471,2.023012579,0.000210173,2.37E-05,0,1.795111502,0.993479631,0,0,0.564571306,0,0.755905171,0,0,0,0,0,1.721255835,5.637435521,0,1.299668612,0.000210173,0.000688884,0.037428776,0,0,2.415027617,1.335273767
hsa-miR-1231,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1233,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,1.795111502,0,0,0.511347528,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1234,4.063364105,4.83084203,3.356426099,3.743409843,3.182340094,3.570606843,3.963153749,3.83004867,3.506924995,4.124833952,4.189436769,3.372814876,3.405507913,3.356426099,3.525091255,3.491563956,3.604510202,4.442918641,4.189436769,4.001280655,3.884994217,4.592350987,4.857943175,3.905566196,4.493325408,5.061289641,2.062622329,4.442918641,4.211440925,3.79651237,4.493325408,4.671870891,4.001280655,4.299891624,2.400202687,5.005379822,4.420569428,4.021781361,5.005379822,4.396413896,5.420391545,3.963153749,4.041391975,4.041391975
hsa-miR-1236,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0.667265724,0,0,0.773683463,1.795111502,0,0,0,0,0.01284859,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1237,2.519805284,3.604510202,2.519805284,2.821983801,2.245286235,2.400202687,2.662512674,2.743730537,1.684799117,2.837117046,2.534191149,2.489484758,2.274756668,2.133501657,2.808936121,2.35704555,2.200478379,3.339848903,3.059056005,2.924850218,3.09097306,3.272466251,2.504502275,2.316414729,1.846753956,3.941958198,2.534191149,0.536433711,0.099038027,1.335273767,0.972575963,3.223639942,2.461688915,3.076165078,0.945821902,1.206598562,3.291632065,2.159004299,2.849598651,1.401521514,3.310252395,0.160465189,2.924850218,2.726303974
hsa-miR-1238,4.10311273,5.204957798,3.83004867,3.79651237,3.325885189,4.442918641,3.941958198,3.707088085,3.619077465,4.144628657,4.124833952,3.388919362,3.310252395,3.104581722,3.438166393,3.339848903,3.570606843,4.396413896,4.001280655,3.905566196,3.570606843,4.374995302,4.592350987,3.941958198,4.47035214,4.493325408,4.167457934,5.478698449,4.802989424,4.751026073,5.124812242,4.857943175,5.033537101,4.514803547,4.974950586,5.305828257,4.10311273,4.10311273,4.802989424,4.592350987,6.061938109,5.305828257,3.760961501,3.905566196
hsa-miR-124,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,2.174050278,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,1.066427085,0,0,0,0
hsa-miR-124*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.045408049,0,0,1.415237303,0,0,0,0.784131182,0,2.230782238,0.000688884,0.120369377,0,0,0,0
hsa-miR-1243,1.26367178,0.000469439,0.207709914,0.993479631,0,0.645995406,0,0,1.006149806,0,0,0,0,0,0.580547785,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0.528126843,0,0,0.031597527,0,1.888982949,0.08311809,0,0,0,0,0,0,0,0.000210173,1.219215914,2.302707719,2.760741598,0.332719806,0,0
hsa-miR-1244,0,1.684799117,0.984357361,1.969992557,0.590355018,0.3387261,0.824469678,1.219215914,1.312643421,1.180990354,0,0.320319124,0.897860067,1.130694699,0,1.154593848,0,0.000469439,0.000210173,0.984357361,1.374651983,0.001629967,1.323642223,1.710613927,0,0.876556614,0,4.62071995,2.519805284,0.299228919,0.097339535,0,3.119354194,0,3.388919362,3.182340094,0,0.000210173,1.554635774,0.528126843,2.489484758,0.811535269,0.332719806,1.219215914
